Calendar year,Year level,Domain,State/territory,Student attribute,Subgroup,Reporting flag,Enrolled students,Participation (%),Participation (Num),Average NAPLAN score,Average NAPLAN score confidence interval,NAPLAN score standard deviation,Exempt (%),Needs additional support (%),Developing (%),Strong (%),Exceeding (%),Exceeding (CI),Strong or above (%),Strong or above (CI),Developing or above (%),Developing or above (CI)
2024,5,Writing,Australia,Parental education,Parental education: bachelor,,"152,230",97.3,"148,113",510.4,1.0,68.3,1.2,3.3,15.5,62.2,17.8,0.5,80.0,0.4,95.5,0.2
2024,5,Writing,Australia,Parental education,Parental education: diploma,,"45,969",95.6,"43,944",477.4,1.0,68.9,1.6,8.3,25.7,56.9,7.5,0.3,64.4,0.6,90.1,0.4
2024,5,Writing,Australia,Parental education,Parental education: certificate,,"76,556",94.6,"72,429",460.7,0.9,71.8,1.8,12.9,30.0,50.5,4.8,0.2,55.3,0.6,85.3,0.4
2024,5,Writing,Australia,Parental education,Parental education: Year 12,,"17,858",94.6,"16,901",462.4,1.8,77.1,2.7,13.4,27.6,50.4,5.9,0.4,56.2,1.2,83.9,0.8
2024,5,Writing,Australia,Parental education,Parental education: Year 11,,"21,434",90.9,"19,476",429.5,2.6,87.3,4.2,24.8,30.9,37.2,2.8,0.4,40.1,1.0,71.0,1.0
2024,5,Writing,Australia,Parental education,Parental education: not stated,,"14,442",90.6,"13,084",472.3,5.1,89.8,3.4,14.1,22.1,49.2,11.2,1.3,60.4,2.4,82.5,1.7
2024,5,Writing,Australia,Parental occupation,Senior managers and professionals,,"100,670",97.3,"97,907",509.1,1.1,68.7,0.9,3.5,15.9,62.2,17.4,0.5,79.6,0.5,95.5,0.2
2024,5,Writing,Australia,Parental occupation,Other managers and associate professionals,,"69,206",96.6,"66,864",495.2,1.0,69.2,1.1,5.3,20.4,60.4,12.8,0.5,73.2,0.6,93.5,0.3
2024,5,Writing,Australia,Parental occupation,"Skilled trades, clerical and sales",,"66,442",95.8,"63,636",474.2,1.0,71.6,1.4,9.6,26.7,54.6,7.7,0.3,62.2,0.6,89.0,0.4
2024,5,Writing,Australia,Parental occupation,"Unskilled manual, office & sales",,"40,058",94.6,"37,911",462.3,1.3,75.4,2.6,13.5,28.4,49.6,5.9,0.3,55.5,0.8,84.0,0.5
2024,5,Writing,Australia,Parental occupation,Not in paid work for 12 months,,"27,661",91.5,"25,311",444.7,2.3,87.4,5.0,20.1,28.3,41.6,5.0,0.4,46.6,1.0,74.9,0.9
2024,5,Writing,Australia,Parental occupation,Parental occupation not stated/unknown,,"24,452",91.3,"22,318",463.4,3.7,89.8,3.0,16.1,24.4,47.4,9.1,0.9,56.5,1.8,80.9,1.3
2024,5,Writing,Australia,Indigeneity by ABS remoteness,Indigenous major cities,,"8,652",90.0,"7,791",435.7,2.5,81.3,3.0,22.9,32.8,38.0,3.3,0.4,41.3,1.3,74.1,1.3
2024,5,Writing,Australia,Indigeneity by ABS remoteness,Indigenous inner regional,,"6,027",91.2,"5,499",428.9,3.4,80.2,2.8,25.0,34.2,35.7,2.4,0.5,38.1,1.8,72.3,1.7
2024,5,Writing,Australia,Indigeneity by ABS remoteness,Indigenous outer regional,,"4,286",89.4,"3,830",416.0,4.6,83.0,3.0,31.0,33.5,30.8,1.8,0.5,32.5,2.0,66.0,2.4
2024,5,Writing,Australia,Indigeneity by ABS remoteness,Indigenous remote,,"1,222",81.4,995,364.1,21.2,105.1,3.9,51.0,26.8,17.5,0.8,0.8,18.3,3.9,45.1,6.6
2024,5,Writing,Australia,Indigeneity by ABS remoteness,Indigenous very remote,,"1,704",70.0,"1,193",304.3,13.7,103.4,0.9,76.1,16.2,6.6,0.2,0.3,6.9,1.7,23.1,4.0
2024,5,Writing,Australia,Indigeneity by ABS remoteness,Non-Indigenous major cities,,"226,604",96.5,"218,775",496.6,1.2,72.0,1.8,5.8,19.5,59.1,13.8,0.4,73.0,0.6,92.4,0.3
2024,5,Writing,Australia,Indigeneity by ABS remoteness,Non-Indigenous inner regional,,"50,941",95.0,"48,372",471.7,1.6,71.2,1.3,10.3,27.1,54.3,7.0,0.4,61.3,0.9,88.4,0.6
2024,5,Writing,Australia,Indigeneity by ABS remoteness,Non-Indigenous outer regional,,"20,973",94.9,"19,895",466.0,2.1,71.8,1.4,11.8,29.2,51.4,6.2,0.5,57.5,1.3,86.8,0.8
2024,5,Writing,Australia,Indigeneity by ABS remoteness,Non-Indigenous remote,,"2,502",95.6,"2,393",461.1,5.7,71.3,1.3,12.5,30.8,50.6,4.8,1.5,55.4,3.4,86.2,2.2
2024,5,Writing,Australia,Indigeneity by ABS remoteness,Non-Indigenous very remote,,969,92.5,896,452.7,5.9,72.1,0.3,16.0,33.0,46.0,4.6,1.7,50.6,4.1,83.7,3.0
2024,5,Spelling,New South Wales,All,All,,"100,974",97.0,"97,929",495.6,1.9,82.5,1.5,8.2,18.9,47.3,24.1,0.9,71.4,0.8,90.3,0.4
2024,5,Spelling,New South Wales,Gender,Male,,"51,911",96.6,"50,128",491.9,2.3,86.0,2.0,9.6,19.5,45.1,23.7,1.0,68.9,1.0,88.4,0.6
2024,5,Spelling,New South Wales,Gender,Female,,"49,057",97.4,"47,796",499.4,2.0,78.6,1.0,6.6,18.2,49.6,24.5,1.0,74.1,0.8,92.3,0.4
2024,5,Spelling,New South Wales,Indigeneity,Indigenous,,"7,560",92.3,"6,976",434.7,2.9,86.2,2.5,24.1,29.2,37.1,7.1,0.7,44.2,1.8,73.4,1.4
2024,5,Spelling,New South Wales,Indigeneity,Non-Indigenous,,"91,721",97.4,"89,313",500.3,1.9,80.3,1.5,6.9,18.1,48.1,25.4,0.9,73.6,0.7,91.6,0.4
2024,5,Spelling,New South Wales,ABS remoteness,Major cities,,"76,651",97.6,"74,804",505.3,2.1,80.4,1.6,6.3,16.4,48.0,27.6,1.0,75.6,0.8,92.0,0.4
2024,5,Spelling,New South Wales,ABS remoteness,Inner regional,,"19,721",95.2,"18,772",467.3,2.6,80.9,1.1,13.0,26.2,45.9,13.7,0.8,59.6,1.3,85.8,1.0
2024,5,Spelling,New South Wales,ABS remoteness,Outer regional,,"4,150",94.9,"3,939",455.1,5.1,82.3,1.5,17.1,28.7,41.7,11.1,1.5,52.8,2.6,81.5,2.1
2024,5,Spelling,New South Wales,ABS remoteness,Remote,,282,90.4,255,433.8,12.6,84.0,2.8,24.8,28.4,37.4,6.5,3.3,43.9,7.7,72.3,7.1
2024,5,Spelling,New South Wales,ABS remoteness,Very remote,,101,91.1,92,406.6,24.5,91.5,2.0,39.0,26.1,28.3,4.6,4.8,32.9,14.2,59.0,12.2
2024,5,Spelling,New South Wales,Language background,Non-LBOTE,,"67,418",96.5,"65,059",483.8,1.7,80.3,1.2,9.6,21.8,48.4,18.9,0.6,67.3,0.8,89.1,0.5
2024,5,Spelling,New South Wales,Language background,LBOTE,,"33,554",98.0,"32,869",519.3,2.9,81.9,2.2,5.2,13.0,45.0,34.6,1.5,79.6,1.0,92.6,0.6
2024,5,Spelling,New South Wales,Parental education,Parental education: bachelor,,"47,425",98.1,"46,507",522.9,2.0,74.7,1.1,3.2,12.8,48.3,34.7,1.1,83.0,0.6,95.7,0.3
2024,5,Spelling,New South Wales,Parental education,Parental education: diploma,,"13,822",97.0,"13,403",485.9,1.6,75.2,1.3,8.0,22.1,50.4,18.1,0.9,68.6,1.0,90.7,0.6
2024,5,Spelling,New South Wales,Parental education,Parental education: certificate,,"23,513",96.2,"22,631",467.4,1.6,79.0,1.7,12.7,26.0,46.9,12.8,0.6,59.7,0.9,85.6,0.6
2024,5,Spelling,New South Wales,Parental education,Parental education: Year 12,,"5,549",96.4,"5,352",477.9,3.0,81.1,2.4,11.1,22.2,47.7,16.5,1.4,64.2,1.5,86.5,1.2
2024,5,Spelling,New South Wales,Parental education,Parental education: Year 11,,"7,814",93.9,"7,334",440.7,3.2,88.1,3.3,22.8,27.5,37.3,9.1,0.9,46.3,1.6,73.8,1.4
2024,5,Spelling,New South Wales,Parental education,Parental education: not stated,,"2,851",94.8,"2,702",499.4,8.8,85.9,3.0,8.3,16.4,45.9,26.4,4.0,72.2,3.9,88.7,2.1
2024,5,Spelling,New South Wales,Parental occupation,Senior managers and professionals,,"31,329",98.0,"30,717",516.9,2.0,74.9,0.8,3.7,14.4,49.5,31.7,1.1,81.2,0.7,95.6,0.3
2024,5,Spelling,New South Wales,Parental occupation,Other managers and associate professionals,,"21,214",97.5,"20,687",507.0,2.1,77.2,1.0,5.2,17.1,49.1,27.6,1.1,76.7,0.9,93.8,0.4
2024,5,Spelling,New South Wales,Parental occupation,"Skilled trades, clerical and sales",,"21,844",97.3,"21,248",484.4,2.0,80.3,1.4,9.5,22.2,47.8,19.1,0.9,66.9,0.9,89.1,0.6
2024,5,Spelling,New South Wales,Parental occupation,"Unskilled manual, office & sales",,"11,940",96.3,"11,501",471.2,2.4,84.0,2.1,13.5,23.7,45.2,15.5,0.9,60.8,1.2,84.4,0.8
2024,5,Spelling,New South Wales,Parental occupation,Not in paid work for 12 months,,"11,176",93.7,"10,473",459.2,3.2,92.3,4.1,18.3,23.9,39.2,14.5,1.0,53.8,1.5,77.6,1.2
2024,5,Spelling,New South Wales,Parental occupation,Parental occupation not stated/unknown,,"3,471",95.2,"3,303",498.4,7.2,84.5,2.3,8.4,17.0,46.5,25.8,3.2,72.3,3.2,89.2,1.8
2024,5,Spelling,New South Wales,Indigeneity by ABS remoteness,Indigenous major cities,,"3,445",93.1,"3,207",443.0,3.8,84.9,2.4,21.1,28.0,40.0,8.5,1.0,48.5,2.4,76.4,1.9
2024,5,Spelling,New South Wales,Indigeneity by ABS remoteness,Indigenous inner regional,,"2,957",92.2,"2,725",430.4,5.2,87.0,2.4,25.6,29.9,35.6,6.5,1.1,42.1,2.6,72.0,2.5
2024,5,Spelling,New South Wales,Indigeneity by ABS remoteness,Indigenous outer regional,,957,90.7,868,424.6,7.0,84.8,2.7,27.2,31.7,33.2,5.2,1.5,38.4,3.8,70.1,3.8
2024,5,Spelling,New South Wales,Indigeneity by ABS remoteness,Indigenous remote,,134,85.8,115,411.2,17.0,85.8,3.7,34.6,26.7,31.0,3.9,5.1,34.9,7.8,61.6,8.2
2024,5,Spelling,New South Wales,Indigeneity by ABS remoteness,Indigenous very remote,,67,91.0,61,379.4,22.5,80.9,3.0,47.8,30.1,17.9,1.2,3.7,19.1,12.2,49.3,14.2
2024,5,Spelling,New South Wales,Indigeneity by ABS remoteness,Non-Indigenous major cities,,"71,939",97.8,"70,360",508.2,2.1,79.0,1.6,5.7,15.9,48.4,28.5,1.0,76.8,0.8,92.7,0.4
2024,5,Spelling,New South Wales,Indigeneity by ABS remoteness,Non-Indigenous inner regional,,"16,451",95.7,"15,750",473.6,2.2,78.0,0.9,10.8,25.7,47.7,14.8,0.8,62.6,1.2,88.3,0.8
2024,5,Spelling,New South Wales,Indigeneity by ABS remoteness,Non-Indigenous outer regional,,"3,156",96.3,"3,038",464.2,5.0,79.3,1.1,14.0,27.7,44.3,12.9,1.8,57.2,2.8,84.9,1.8
2024,5,Spelling,New South Wales,Indigeneity by ABS remoteness,Non-Indigenous remote,,144,95.1,137,454.3,12.5,76.2,2.1,15.6,30.0,43.9,8.5,4.6,52.4,10.0,82.4,6.9
2024,5,Spelling,New South Wales,Indigeneity by ABS remoteness,Non-Indigenous very remote,n.p.,,,,,,,,,,,,,,,,
2024,5,Spelling,Victoria,All,All,,"82,815",95.6,"79,133",491.6,1.8,79.2,2.3,7.8,20.7,47.9,21.3,0.8,69.2,0.8,89.9,0.5
2024,5,Spelling,Victoria,Gender,Male,,"42,771",95.0,"40,643",489.2,2.0,81.7,3.2,8.8,20.9,46.2,21.0,0.8,67.2,1.0,88.0,0.7
2024,5,Spelling,Victoria,Gender,Female,,"40,012",96.1,"38,463",494.1,1.8,76.4,1.4,6.7,20.5,49.7,21.7,0.9,71.4,0.8,91.9,0.5
2024,5,Spelling,Victoria,Indigeneity,Indigenous,,"1,775",87.2,"1,547",437.9,4.8,83.4,5.9,21.1,29.6,36.3,7.0,1.3,43.4,2.8,72.9,2.7
2024,5,Spelling,Victoria,Indigeneity,Non-Indigenous,,"80,372",95.8,"76,966",492.7,1.8,78.6,2.2,7.5,20.5,48.1,21.6,0.8,69.8,0.8,90.3,0.5
2024,5,Spelling,Victoria,ABS remoteness,Major cities,,"64,427",96.1,"61,918",498.9,1.9,78.3,2.4,6.5,18.7,48.6,23.9,0.9,72.5,0.9,91.2,0.6
2024,5,Spelling,Victoria,ABS remoteness,Inner regional,,"15,492",93.9,"14,541",466.9,2.8,76.8,2.1,12.1,27.7,45.8,12.4,1.0,58.1,1.5,85.8,1.1
2024,5,Spelling,Victoria,ABS remoteness,Outer regional,,"2,860",92.3,"2,641",461.4,4.7,77.5,2.7,13.5,28.8,43.8,11.1,1.5,55.0,2.8,83.8,2.4
2024,5,Spelling,Victoria,ABS remoteness,Remote,n.p.,,,,,,,,,,,,,,,,
2024,5,Spelling,Victoria,ABS remoteness,Very remote,-,,,,,,,,,,,,,,,,
2024,5,Spelling,Victoria,Language background,Non-LBOTE,,"51,529",94.9,"48,888",479.0,1.5,76.4,2.0,9.2,24.4,48.5,16.0,0.6,64.4,0.8,88.8,0.5
2024,5,Spelling,Victoria,Language background,LBOTE,,"31,184",96.8,"30,187",512.5,2.5,79.3,2.8,5.3,14.7,47.0,30.2,1.2,77.2,1.1,91.9,0.7
2024,5,Spelling,Victoria,Parental education,Parental education: bachelor,,"43,121",97.1,"41,888",512.2,1.9,74.4,1.5,3.9,15.9,49.7,29.0,1.0,78.7,0.8,94.6,0.4
2024,5,Spelling,Victoria,Parental education,Parental education: diploma,,"12,214",94.9,"11,597",476.1,1.7,74.6,2.2,9.4,25.2,48.6,14.5,0.8,63.1,1.2,88.3,0.7
2024,5,Spelling,Victoria,Parental education,Parental education: certificate,,"16,336",93.6,"15,293",463.5,1.6,76.6,2.7,12.9,27.7,45.4,11.2,0.7,56.7,1.0,84.4,0.8
2024,5,Spelling,Victoria,Parental education,Parental education: Year 12,,"4,154",94.7,"3,932",472.4,3.4,77.0,4.1,11.0,24.4,47.0,13.5,1.4,60.5,2.0,84.9,1.6
2024,5,Spelling,Victoria,Parental education,Parental education: Year 11,,"4,434",91.2,"4,042",446.2,3.6,83.5,7.0,19.4,27.2,37.8,8.6,1.0,46.4,1.9,73.6,1.9
2024,5,Spelling,Victoria,Parental education,Parental education: not stated,,"2,556",93.2,"2,381",498.2,7.1,82.2,3.3,7.4,18.0,47.2,24.1,3.0,71.3,3.5,89.2,2.1
2024,5,Spelling,Victoria,Parental occupation,Senior managers and professionals,,"26,480",97.2,"25,746",512.5,2.1,74.4,1.1,3.8,16.1,49.7,29.3,1.2,79.0,0.9,95.1,0.4
2024,5,Spelling,Victoria,Parental occupation,Other managers and associate professionals,,"18,659",96.4,"17,981",496.1,2.1,75.6,1.3,6.0,20.6,49.8,22.3,1.0,72.1,1.0,92.7,0.5
2024,5,Spelling,Victoria,Parental occupation,"Skilled trades, clerical and sales",,"15,090",95.5,"14,406",479.2,1.9,76.3,1.8,9.3,24.4,48.4,16.0,0.9,64.5,1.1,88.9,0.7
2024,5,Spelling,Victoria,Parental occupation,"Unskilled manual, office & sales",,"11,443",94.1,"10,769",472.8,2.2,79.3,3.7,11.6,24.6,45.6,14.6,0.8,60.1,1.3,84.7,1.0
2024,5,Spelling,Victoria,Parental occupation,Not in paid work for 12 months,,"7,923",91.2,"7,223",456.0,2.9,85.2,7.7,16.9,24.7,39.6,11.1,0.9,50.7,1.5,75.4,1.5
2024,5,Spelling,Victoria,Parental occupation,Parental occupation not stated/unknown,,"3,220",93.4,"3,008",497.9,6.3,82.0,2.8,7.5,18.0,47.5,24.2,2.7,71.7,2.8,89.6,1.7
2024,5,Spelling,Victoria,Indigeneity by ABS remoteness,Indigenous major cities,,789,88.0,694,442.6,6.7,84.2,6.0,19.3,28.6,38.3,7.8,2.1,46.1,4.1,74.7,3.5
2024,5,Spelling,Victoria,Indigeneity by ABS remoteness,Indigenous inner regional,,750,87.9,659,437.3,7.6,82.8,5.7,21.8,29.3,36.1,7.0,2.2,43.1,4.2,72.5,4.3
2024,5,Spelling,Victoria,Indigeneity by ABS remoteness,Indigenous outer regional,,236,82.2,194,424.0,14.8,81.4,6.4,25.1,33.6,30.5,4.5,3.7,35.0,7.7,68.6,8.4
2024,5,Spelling,Victoria,Indigeneity by ABS remoteness,Indigenous remote,n.p.,,,,,,,,,,,,,,,,
2024,5,Spelling,Victoria,Indigeneity by ABS remoteness,Indigenous very remote,-,,,,,,,,,,,,,,,,
2024,5,Spelling,Victoria,Indigeneity by ABS remoteness,Non-Indigenous major cities,,"63,069",96.2,"60,695",499.6,1.9,77.9,2.3,6.3,18.6,48.7,24.1,0.9,72.9,0.9,91.4,0.6
2024,5,Spelling,Victoria,Indigeneity by ABS remoteness,Non-Indigenous inner regional,,"14,659",94.2,"13,806",468.4,2.8,76.2,1.8,11.6,27.6,46.3,12.7,1.0,58.9,1.5,86.6,1.1
2024,5,Spelling,Victoria,Indigeneity by ABS remoteness,Non-Indigenous outer regional,,"2,608",93.3,"2,432",464.6,4.3,76.3,2.4,12.4,28.4,45.1,11.7,1.6,56.8,2.8,85.2,2.1
2024,5,Spelling,Victoria,Indigeneity by ABS remoteness,Non-Indigenous remote,n.p.,,,,,,,,,,,,,,,,
2024,5,Spelling,Victoria,Indigeneity by ABS remoteness,Non-Indigenous very remote,-,,,,,,,,,,,,,,,,
2024,5,Spelling,Queensland,All,All,,"70,490",92.5,"65,210",474.7,2.3,82.3,1.2,11.8,23.9,46.8,16.2,0.8,63.1,1.1,87.0,0.7
2024,5,Spelling,Queensland,Gender,Male,,"36,206",91.7,"33,191",470.3,2.7,85.7,1.7,13.8,24.1,44.4,16.0,0.9,60.4,1.3,84.6,0.9
2024,5,Spelling,Queensland,Gender,Female,,"34,274",93.4,"32,010",479.4,2.3,78.4,0.7,9.8,23.6,49.4,16.5,0.9,65.9,1.1,89.5,0.6
2024,5,Spelling,Queensland,Indigeneity,Indigenous,,"6,408",85.4,"5,472",418.4,4.1,89.8,2.0,30.6,29.7,32.5,5.2,0.6,37.7,2.0,67.4,1.9
2024,5,Spelling,Queensland,Indigeneity,Non-Indigenous,,"63,148",93.4,"58,958",480.7,2.2,79.3,1.1,9.9,23.2,48.4,17.4,0.9,65.8,1.0,89.0,0.6
2024,5,Spelling,Queensland,ABS remoteness,Major cities,,"45,955",93.2,"42,835",484.9,2.9,79.7,1.3,9.2,21.7,48.8,18.9,1.1,67.8,1.3,89.5,0.8
2024,5,Spelling,Queensland,ABS remoteness,Inner regional,,"13,280",91.9,"12,210",459.6,3.4,81.7,1.2,15.4,27.9,43.8,11.8,1.0,55.6,1.8,83.4,1.3
2024,5,Spelling,Queensland,ABS remoteness,Outer regional,,"9,569",90.9,"8,703",459.3,4.2,81.7,0.9,15.3,27.6,44.7,11.5,1.2,56.2,2.2,83.8,1.6
2024,5,Spelling,Queensland,ABS remoteness,Remote,,869,89.3,776,416.5,15.1,93.9,1.6,32.0,29.1,31.3,5.9,1.9,37.3,6.0,66.4,7.3
2024,5,Spelling,Queensland,ABS remoteness,Very remote,,811,83.8,680,394.4,16.0,97.0,0.7,41.6,28.1,25.9,3.6,1.6,29.5,5.7,57.6,7.3
2024,5,Spelling,Queensland,Language background,Non-LBOTE,,"54,861",91.9,"50,429",468.0,1.9,79.5,1.0,12.6,25.8,47.3,13.2,0.6,60.5,1.0,86.3,0.7
2024,5,Spelling,Queensland,Language background,LBOTE,,"14,923",95.1,"14,192",501.0,4.6,86.8,1.8,8.5,16.4,45.6,27.7,2.0,73.3,1.8,89.7,1.1
2024,5,Spelling,Queensland,Parental education,Parental education: bachelor,,"28,099",95.7,"26,877",502.8,2.4,73.7,0.7,4.9,18.3,51.3,24.8,1.2,76.1,1.0,94.4,0.4
2024,5,Spelling,Queensland,Parental education,Parental education: diploma,,"10,360",92.8,"9,609",467.3,2.0,76.4,0.9,12.1,26.9,48.0,12.1,0.8,60.1,1.2,87.0,0.9
2024,5,Spelling,Queensland,Parental education,Parental education: certificate,,"19,238",91.3,"17,565",454.3,1.8,79.8,1.1,16.3,28.7,44.5,9.4,0.5,53.9,1.0,82.6,0.8
2024,5,Spelling,Queensland,Parental education,Parental education: Year 12,,"3,938",90.7,"3,570",451.7,3.5,83.8,1.5,18.4,27.6,42.3,10.1,1.3,52.4,2.0,80.0,1.6
2024,5,Spelling,Queensland,Parental education,Parental education: Year 11,,"3,740",85.2,"3,188",419.0,4.2,89.5,2.9,30.1,30.3,31.3,5.5,0.9,36.7,2.0,67.0,1.9
2024,5,Spelling,Queensland,Parental education,Parental education: not stated,,"5,115",86.0,"4,401",469.5,9.2,89.1,3.7,14.1,22.6,43.6,16.1,3.0,59.7,4.2,82.3,3.5
2024,5,Spelling,Queensland,Parental occupation,Senior managers and professionals,,"19,402",95.5,"18,520",498.5,2.4,74.1,0.6,5.5,19.4,51.4,23.0,1.2,74.4,1.1,93.8,0.5
2024,5,Spelling,Queensland,Parental occupation,Other managers and associate professionals,,"13,705",94.6,"12,959",485.6,2.5,76.7,0.6,8.3,22.5,50.1,18.4,1.2,68.5,1.2,91.1,0.6
2024,5,Spelling,Queensland,Parental occupation,"Skilled trades, clerical and sales",,"15,620",92.7,"14,479",465.1,2.2,78.6,0.9,13.1,27.5,46.4,12.2,0.8,58.6,1.2,86.1,0.8
2024,5,Spelling,Queensland,Parental occupation,"Unskilled manual, office & sales",,"7,588",90.4,"6,861",453.0,2.7,83.9,1.5,18.1,27.4,42.5,10.4,0.8,52.9,1.5,80.4,1.2
2024,5,Spelling,Queensland,Parental occupation,Not in paid work for 12 months,,"3,814",85.7,"3,269",432.8,4.2,91.9,2.9,26.2,27.4,35.1,8.5,1.1,43.6,2.1,71.0,1.9
2024,5,Spelling,Queensland,Parental occupation,Parental occupation not stated/unknown,,"10,361",88.0,"9,122",460.9,5.8,89.4,2.7,16.7,24.5,42.1,14.0,1.8,56.1,2.7,80.6,2.1
2024,5,Spelling,Queensland,Indigeneity by ABS remoteness,Indigenous major cities,,"2,283",85.8,"1,958",432.8,4.8,87.0,2.4,25.1,28.8,36.9,6.8,1.3,43.7,2.8,72.5,2.3
2024,5,Spelling,Queensland,Indigeneity by ABS remoteness,Indigenous inner regional,,"1,602",88.5,"1,418",422.9,6.3,85.6,2.1,28.0,31.7,33.0,5.1,1.2,38.2,3.3,69.9,2.9
2024,5,Spelling,Queensland,Indigeneity by ABS remoteness,Indigenous outer regional,,"1,709",83.9,"1,433",420.8,6.9,86.3,1.5,29.0,31.1,33.6,4.8,1.2,38.4,3.5,69.5,3.3
2024,5,Spelling,Queensland,Indigeneity by ABS remoteness,Indigenous remote,,339,82.3,279,370.0,17.6,93.9,2.4,51.6,26.0,18.2,1.9,1.6,20.1,5.9,46.1,8.9
2024,5,Spelling,Queensland,Indigeneity by ABS remoteness,Indigenous very remote,,475,80.8,384,360.6,17.3,92.8,1.1,56.3,25.2,16.2,1.2,1.1,17.4,5.9,42.6,7.7
2024,5,Spelling,Queensland,Indigeneity by ABS remoteness,Non-Indigenous major cities,,"43,088",93.7,"40,375",487.8,2.8,78.2,1.2,8.3,21.3,49.5,19.6,1.1,69.2,1.2,90.5,0.7
2024,5,Spelling,Queensland,Indigeneity by ABS remoteness,Non-Indigenous inner regional,,"11,485",92.6,"10,636",464.9,3.2,79.8,1.0,13.6,27.3,45.3,12.8,1.1,58.1,1.7,85.4,1.1
2024,5,Spelling,Queensland,Indigeneity by ABS remoteness,Non-Indigenous outer regional,,"7,745",92.7,"7,182",468.1,3.6,78.1,0.7,12.2,26.8,47.2,13.0,1.3,60.2,2.0,87.1,1.4
2024,5,Spelling,Queensland,Indigeneity by ABS remoteness,Non-Indigenous remote,,508,94.5,480,448.0,7.4,80.3,1.2,18.6,31.0,40.4,8.8,2.9,49.2,5.8,80.2,4.5
2024,5,Spelling,Queensland,Indigeneity by ABS remoteness,Non-Indigenous very remote,,322,88.5,285,444.5,10.0,79.9,0.3,19.4,32.8,40.2,7.3,2.8,47.5,5.6,80.3,5.5
2024,5,Spelling,South Australia,All,All,,"21,709",95.1,"20,642",482.4,3.0,77.4,2.6,9.0,22.6,48.7,17.1,1.2,65.8,1.5,88.4,0.9
2024,5,Spelling,South Australia,Gender,Male,,"11,221",94.6,"10,613",478.8,3.6,80.1,3.4,10.4,23.5,45.8,16.9,1.3,62.7,1.8,86.2,1.2
2024,5,Spelling,South Australia,Gender,Female,,"10,486",95.6,"10,029",486.2,3.0,74.2,1.9,7.4,21.6,51.9,17.2,1.3,69.1,1.5,90.7,0.9
2024,5,Spelling,South Australia,Indigeneity,Indigenous,,"1,197",84.5,"1,011",423.6,6.7,86.1,5.3,26.7,31.3,31.4,5.3,2.2,36.7,3.8,68.1,3.7
2024,5,Spelling,South Australia,Indigeneity,Non-Indigenous,,"20,308",95.7,"19,432",485.7,2.8,75.6,2.5,8.0,22.1,49.7,17.7,1.2,67.4,1.4,89.5,0.9
2024,5,Spelling,South Australia,ABS remoteness,Major cities,,"16,687",95.7,"15,965",490.1,3.3,75.7,2.8,7.3,20.6,50.0,19.3,1.4,69.3,1.7,90.0,1.1
2024,5,Spelling,South Australia,ABS remoteness,Inner regional,,"1,946",94.2,"1,833",463.2,5.6,76.8,1.7,13.1,27.8,46.5,10.8,1.9,57.3,2.7,85.1,2.5
2024,5,Spelling,South Australia,ABS remoteness,Outer regional,,"2,343",93.6,"2,193",454.5,5.1,76.2,2.7,14.9,30.2,43.4,8.8,1.5,52.2,3.1,82.4,2.3
2024,5,Spelling,South Australia,ABS remoteness,Remote,,540,95.7,517,459.4,9.6,72.3,1.7,12.9,29.0,47.4,9.0,2.7,56.4,5.6,85.5,4.2
2024,5,Spelling,South Australia,ABS remoteness,Very remote,,193,69.4,134,418.7,31.6,99.0,1.6,31.3,28.5,30.4,8.3,7.3,38.7,14.1,67.2,11.2
2024,5,Spelling,South Australia,Language background,Non-LBOTE,,"16,057",94.8,"15,224",475.2,2.6,74.9,2.2,9.9,24.7,49.3,13.9,0.9,63.2,1.4,87.9,0.9
2024,5,Spelling,South Australia,Language background,LBOTE,,"5,467",95.9,"5,243",504.3,5.2,80.4,4.0,6.3,16.2,47.2,26.4,2.4,73.6,2.5,89.8,1.7
2024,5,Spelling,South Australia,Parental education,Parental education: bachelor,,"9,577",96.5,"9,238",506.8,3.0,70.8,1.8,3.8,17.0,52.2,25.2,1.6,77.4,1.5,94.4,0.8
2024,5,Spelling,South Australia,Parental education,Parental education: diploma,,"2,856",95.8,"2,736",474.0,3.2,72.5,2.2,9.5,25.7,49.8,12.9,1.5,62.7,2.1,88.3,1.3
2024,5,Spelling,South Australia,Parental education,Parental education: certificate,,"5,448",94.7,"5,160",463.7,2.8,73.9,2.4,12.4,28.0,46.7,10.5,0.9,57.2,1.8,85.2,1.3
2024,5,Spelling,South Australia,Parental education,Parental education: Year 12,,"1,385",93.9,"1,300",463.9,4.7,77.1,3.6,12.8,25.4,48.0,10.3,1.9,58.3,2.9,83.6,2.2
2024,5,Spelling,South Australia,Parental education,Parental education: Year 11,,"1,581",90.8,"1,436",442.7,6.2,82.7,6.6,19.8,27.4,39.3,6.9,1.7,46.2,3.2,73.6,2.9
2024,5,Spelling,South Australia,Parental education,Parental education: not stated,,862,89.6,772,454.3,11.5,90.7,5.5,17.9,26.7,37.7,12.3,3.7,50.0,5.3,76.7,4.0
2024,5,Spelling,South Australia,Parental occupation,Senior managers and professionals,,"6,443",96.3,"6,203",503.1,3.2,70.3,1.4,4.1,18.1,53.2,23.2,1.7,76.5,1.6,94.5,0.7
