,year,state_name,affiliation,sex,arr_all,join_key
3848,2018,SA,Non-Government,Female,97.9,SA|2018|Non-Government|Female
3853,2018,SA,Non-Government,Persons,94.3,SA|2018|Non-Government|Persons
3858,2018,SA,Catholic,Male,86.4,SA|2018|Catholic|Male
3863,2018,SA,Catholic,Female,89.7,SA|2018|Catholic|Female
3868,2018,SA,Catholic,Persons,88.1,SA|2018|Catholic|Persons
3873,2018,SA,Independent,Male,94.6,SA|2018|Independent|Male
3878,2018,SA,Independent,Female,100.0,SA|2018|Independent|Female
3883,2018,SA,Independent,Persons,100.0,SA|2018|Independent|Persons
3888,2018,SA,All affiliations,Male,89.0,SA|2018|All affiliations|Male
3893,2018,SA,All affiliations,Female,100.0,SA|2018|All affiliations|Female
3898,2018,SA,All affiliations,Persons,94.6,SA|2018|All affiliations|Persons
3903,2018,WA,Government,Male,81.4,WA|2018|Government|Male
3908,2018,WA,Government,Female,86.6,WA|2018|Government|Female
3913,2018,WA,Government,Persons,83.8,WA|2018|Government|Persons
3918,2018,WA,Non-Government,Male,80.6,WA|2018|Non-Government|Male
3923,2018,WA,Non-Government,Female,84.7,WA|2018|Non-Government|Female
3928,2018,WA,Non-Government,Persons,82.6,WA|2018|Non-Government|Persons
3933,2018,WA,Catholic,Male,78.4,WA|2018|Catholic|Male
3938,2018,WA,Catholic,Female,81.5,WA|2018|Catholic|Female
3943,2018,WA,Catholic,Persons,80.0,WA|2018|Catholic|Persons
3948,2018,WA,Independent,Male,82.8,WA|2018|Independent|Male
3953,2018,WA,Independent,Female,87.6,WA|2018|Independent|Female
3958,2018,WA,Independent,Persons,85.2,WA|2018|Independent|Persons
3963,2018,WA,All affiliations,Male,81.1,WA|2018|All affiliations|Male
3968,2018,WA,All affiliations,Female,85.7,WA|2018|All affiliations|Female
3973,2018,WA,All affiliations,Persons,83.3,WA|2018|All affiliations|Persons
3978,2018,Tas,Government,Male,74.7,Tas|2018|Government|Male
3983,2018,Tas,Government,Female,83.5,Tas|2018|Government|Female
3988,2018,Tas,Government,Persons,78.9,Tas|2018|Government|Persons
3993,2018,Tas,Non-Government,Male,60.9,Tas|2018|Non-Government|Male
3998,2018,Tas,Non-Government,Female,70.0,Tas|2018|Non-Government|Female
4003,2018,Tas,Non-Government,Persons,65.3,Tas|2018|Non-Government|Persons
4008,2018,Tas,Catholic,Male,53.0,Tas|2018|Catholic|Male
4013,2018,Tas,Catholic,Female,63.9,Tas|2018|Catholic|Female
4018,2018,Tas,Catholic,Persons,58.4,Tas|2018|Catholic|Persons
4023,2018,Tas,Independent,Male,72.0,Tas|2018|Independent|Male
4028,2018,Tas,Independent,Female,79.7,Tas|2018|Independent|Female
4033,2018,Tas,Independent,Persons,75.5,Tas|2018|Independent|Persons
4038,2018,Tas,All affiliations,Male,69.8,Tas|2018|All affiliations|Male
4043,2018,Tas,All affiliations,Female,78.7,Tas|2018|All affiliations|Female
4048,2018,Tas,All affiliations,Persons,74.0,Tas|2018|All affiliations|Persons
4053,2018,NT,Government,Male,52.8,NT|2018|Government|Male
4058,2018,NT,Government,Female,63.1,NT|2018|Government|Female
4063,2018,NT,Government,Persons,57.7,NT|2018|Government|Persons
4068,2018,NT,Non-Government,Male,46.4,NT|2018|Non-Government|Male
4073,2018,NT,Non-Government,Female,41.5,NT|2018|Non-Government|Female
4078,2018,NT,Non-Government,Persons,43.9,NT|2018|Non-Government|Persons
4083,2018,NT,Catholic,Male,53.2,NT|2018|Catholic|Male
4088,2018,NT,Catholic,Female,48.1,NT|2018|Catholic|Female
4093,2018,NT,Catholic,Persons,50.6,NT|2018|Catholic|Persons
4098,2018,NT,Independent,Male,42.8,NT|2018|Independent|Male
4103,2018,NT,Independent,Female,37.9,NT|2018|Independent|Female
4108,2018,NT,Independent,Persons,40.3,NT|2018|Independent|Persons
4113,2018,NT,All affiliations,Male,50.4,NT|2018|All affiliations|Male
4118,2018,NT,All affiliations,Female,54.6,NT|2018|All affiliations|Female
4123,2018,NT,All affiliations,Persons,52.5,NT|2018|All affiliations|Persons
4128,2018,ACT,Government,Male,100.0,ACT|2018|Government|Male
4133,2018,ACT,Government,Female,100.0,ACT|2018|Government|Female
4138,2018,ACT,Government,Persons,100.0,ACT|2018|Government|Persons
4143,2018,ACT,Non-Government,Male,74.1,ACT|2018|Non-Government|Male
4148,2018,ACT,Non-Government,Female,70.9,ACT|2018|Non-Government|Female
4153,2018,ACT,Non-Government,Persons,72.5,ACT|2018|Non-Government|Persons
4158,2018,ACT,Catholic,Male,71.1,ACT|2018|Catholic|Male
4163,2018,ACT,Catholic,Female,66.3,ACT|2018|Catholic|Female
4168,2018,ACT,Catholic,Persons,68.7,ACT|2018|Catholic|Persons
4173,2018,ACT,Independent,Male,79.9,ACT|2018|Independent|Male
4178,2018,ACT,Independent,Female,79.9,ACT|2018|Independent|Female
4183,2018,ACT,Independent,Persons,79.9,ACT|2018|Independent|Persons
4188,2018,ACT,All affiliations,Male,90.6,ACT|2018|All affiliations|Male
4193,2018,ACT,All affiliations,Female,95.1,ACT|2018|All affiliations|Female
4198,2018,ACT,All affiliations,Persons,92.8,ACT|2018|All affiliations|Persons
4203,2017,NSW,Government,Male,70.1,NSW|2017|Government|Male
4208,2017,NSW,Government,Female,81.3,NSW|2017|Government|Female
4213,2017,NSW,Government,Persons,75.6,NSW|2017|Government|Persons
4218,2017,NSW,Non-Government,Male,80.7,NSW|2017|Non-Government|Male
4223,2017,NSW,Non-Government,Female,86.4,NSW|2017|Non-Government|Female
4228,2017,NSW,Non-Government,Persons,83.5,NSW|2017|Non-Government|Persons
4233,2017,NSW,Catholic,Male,77.0,NSW|2017|Catholic|Male
4238,2017,NSW,Catholic,Female,84.2,NSW|2017|Catholic|Female
4243,2017,NSW,Catholic,Persons,80.5,NSW|2017|Catholic|Persons
4248,2017,NSW,Independent,Male,86.9,NSW|2017|Independent|Male
4253,2017,NSW,Independent,Female,90.1,NSW|2017|Independent|Female
4258,2017,NSW,Independent,Persons,88.4,NSW|2017|Independent|Persons
4263,2017,NSW,All affiliations,Male,74.5,NSW|2017|All affiliations|Male
4268,2017,NSW,All affiliations,Female,83.4,NSW|2017|All affiliations|Female
4273,2017,NSW,All affiliations,Persons,78.9,NSW|2017|All affiliations|Persons
4278,2017,Vic,Government,Male,81.7,Vic|2017|Government|Male
4283,2017,Vic,Government,Female,92.2,Vic|2017|Government|Female
4288,2017,Vic,Government,Persons,86.8,Vic|2017|Government|Persons
4293,2017,Vic,Non-Government,Male,87.7,Vic|2017|Non-Government|Male
4298,2017,Vic,Non-Government,Female,93.7,Vic|2017|Non-Government|Female
4303,2017,Vic,Non-Government,Persons,90.7,Vic|2017|Non-Government|Persons
4308,2017,Vic,Catholic,Male,81.7,Vic|2017|Catholic|Male
4313,2017,Vic,Catholic,Female,87.6,Vic|2017|Catholic|Female
4318,2017,Vic,Catholic,Persons,84.7,Vic|2017|Catholic|Persons
4323,2017,Vic,Independent,Male,95.6,Vic|2017|Independent|Male
4328,2017,Vic,Independent,Female,100.0,Vic|2017|Independent|Female
4333,2017,Vic,Independent,Persons,98.6,Vic|2017|Independent|Persons
4338,2017,Vic,All affiliations,Male,84.3,Vic|2017|All affiliations|Male
4343,2017,Vic,All affiliations,Female,92.9,Vic|2017|All affiliations|Female
4348,2017,Vic,All affiliations,Persons,88.5,Vic|2017|All affiliations|Persons
4353,2017,Qld,Government,Male,82.7,Qld|2017|Government|Male
4358,2017,Qld,Government,Female,89.1,Qld|2017|Government|Female
4363,2017,Qld,Government,Persons,85.8,Qld|2017|Government|Persons
4368,2017,Qld,Non-Government,Male,94.3,Qld|2017|Non-Government|Male
4373,2017,Qld,Non-Government,Female,94.3,Qld|2017|Non-Government|Female
4378,2017,Qld,Non-Government,Persons,94.3,Qld|2017|Non-Government|Persons
4383,2017,Qld,Catholic,Male,90.5,Qld|2017|Catholic|Male
4388,2017,Qld,Catholic,Female,92.8,Qld|2017|Catholic|Female
4393,2017,Qld,Catholic,Persons,91.7,Qld|2017|Catholic|Persons
4398,2017,Qld,Independent,Male,98.5,Qld|2017|Independent|Male
4403,2017,Qld,Independent,Female,95.9,Qld|2017|Independent|Female
4408,2017,Qld,Independent,Persons,97.2,Qld|2017|Independent|Persons
4413,2017,Qld,All affiliations,Male,87.2,Qld|2017|All affiliations|Male
4418,2017,Qld,All affiliations,Female,91.2,Qld|2017|All affiliations|Female
4423,2017,Qld,All affiliations,Persons,89.1,Qld|2017|All affiliations|Persons
4428,2017,SA,Government,Male,90.5,SA|2017|Government|Male
4433,2017,SA,Government,Female,100.0,SA|2017|Government|Female
4438,2017,SA,Government,Persons,96.0,SA|2017|Government|Persons
4443,2017,SA,Non-Government,Male,90.2,SA|2017|Non-Government|Male
4448,2017,SA,Non-Government,Female,95.7,SA|2017|Non-Government|Female
4453,2017,SA,Non-Government,Persons,92.9,SA|2017|Non-Government|Persons
4458,2017,SA,Catholic,Male,87.4,SA|2017|Catholic|Male
4463,2017,SA,Catholic,Female,91.1,SA|2017|Catholic|Female
4468,2017,SA,Catholic,Persons,89.3,SA|2017|Catholic|Persons
4473,2017,SA,Independent,Male,93.0,SA|2017|Independent|Male
4478,2017,SA,Independent,Female,100.0,SA|2017|Independent|Female
4483,2017,SA,Independent,Persons,96.7,SA|2017|Independent|Persons
4488,2017,SA,All affiliations,Male,90.4,SA|2017|All affiliations|Male
4493,2017,SA,All affiliations,Female,99.3,SA|2017|All affiliations|Female
4498,2017,SA,All affiliations,Persons,94.7,SA|2017|All affiliations|Persons
4503,2017,WA,Government,Male,79.4,WA|2017|Government|Male
4508,2017,WA,Government,Female,86.4,WA|2017|Government|Female
4513,2017,WA,Government,Persons,82.7,WA|2017|Government|Persons
4518,2017,WA,Non-Government,Male,79.3,WA|2017|Non-Government|Male
4523,2017,WA,Non-Government,Female,83.9,WA|2017|Non-Government|Female
4528,2017,WA,Non-Government,Persons,81.6,WA|2017|Non-Government|Persons
4533,2017,WA,Catholic,Male,79.0,WA|2017|Catholic|Male
4538,2017,WA,Catholic,Female,83.4,WA|2017|Catholic|Female
4543,2017,WA,Catholic,Persons,81.3,WA|2017|Catholic|Persons
4548,2017,WA,Independent,Male,79.6,WA|2017|Independent|Male
4553,2017,WA,Independent,Female,84.3,WA|2017|Independent|Female
4558,2017,WA,Independent,Persons,81.9,WA|2017|Independent|Persons
4563,2017,WA,All affiliations,Male,79.3,WA|2017|All affiliations|Male
4568,2017,WA,All affiliations,Female,85.3,WA|2017|All affiliations|Female
4573,2017,WA,All affiliations,Persons,82.3,WA|2017|All affiliations|Persons
4578,2017,Tas,Government,Male,72.6,Tas|2017|Government|Male
4583,2017,Tas,Government,Female,77.7,Tas|2017|Government|Female
4588,2017,Tas,Government,Persons,75.1,Tas|2017|Government|Persons
4593,2017,Tas,Non-Government,Male,61.6,Tas|2017|Non-Government|Male
4598,2017,Tas,Non-Government,Female,67.5,Tas|2017|Non-Government|Female
4603,2017,Tas,Non-Government,Persons,64.5,Tas|2017|Non-Government|Persons
4608,2017,Tas,Catholic,Male,56.3,Tas|2017|Catholic|Male
4613,2017,Tas,Catholic,Female,67.7,Tas|2017|Catholic|Female
4618,2017,Tas,Catholic,Persons,62.0,Tas|2017|Catholic|Persons
4623,2017,Tas,Independent,Male,70.2,Tas|2017|Independent|Male
4628,2017,Tas,Independent,Female,67.3,Tas|2017|Independent|Female
4633,2017,Tas,Independent,Persons,68.7,Tas|2017|Independent|Persons
4638,2017,Tas,All affiliations,Male,68.9,Tas|2017|All affiliations|Male
4643,2017,Tas,All affiliations,Female,74.2,Tas|2017|All affiliations|Female
4648,2017,Tas,All affiliations,Persons,71.5,Tas|2017|All affiliations|Persons
4653,2017,NT,Government,Male,57.8,NT|2017|Government|Male
4658,2017,NT,Government,Female,64.7,NT|2017|Government|Female
4663,2017,NT,Government,Persons,61.1,NT|2017|Government|Persons
4668,2017,NT,Non-Government,Male,56.6,NT|2017|Non-Government|Male
4673,2017,NT,Non-Government,Female,51.1,NT|2017|Non-Government|Female
4678,2017,NT,Non-Government,Persons,53.8,NT|2017|Non-Government|Persons
4683,2017,NT,Catholic,Male,71.3,NT|2017|Catholic|Male
4688,2017,NT,Catholic,Female,48.8,NT|2017|Catholic|Female
4693,2017,NT,Catholic,Persons,59.0,NT|2017|Catholic|Persons
4698,2017,NT,Independent,Male,49.6,NT|2017|Independent|Male
4703,2017,NT,Independent,Female,52.5,NT|2017|Independent|Female
4708,2017,NT,Independent,Persons,51.0,NT|2017|Independent|Persons
4713,2017,NT,All affiliations,Male,57.4,NT|2017|All affiliations|Male
4718,2017,NT,All affiliations,Female,59.8,NT|2017|All affiliations|Female
4723,2017,NT,All affiliations,Persons,58.6,NT|2017|All affiliations|Persons
4728,2017,ACT,Government,Male,100.0,ACT|2017|Government|Male
4733,2017,ACT,Government,Female,100.0,ACT|2017|Government|Female
4738,2017,ACT,Government,Persons,100.0,ACT|2017|Government|Persons
4743,2017,ACT,Non-Government,Male,73.9,ACT|2017|Non-Government|Male
4748,2017,ACT,Non-Government,Female,71.3,ACT|2017|Non-Government|Female
4753,2017,ACT,Non-Government,Persons,72.6,ACT|2017|Non-Government|Persons
4758,2017,ACT,Catholic,Male,70.9,ACT|2017|Catholic|Male
4763,2017,ACT,Catholic,Female,64.1,ACT|2017|Catholic|Female
4768,2017,ACT,Catholic,Persons,67.5,ACT|2017|Catholic|Persons
4773,2017,ACT,Independent,Male,79.4,ACT|2017|Independent|Male
4778,2017,ACT,Independent,Female,84.8,ACT|2017|Independent|Female
4783,2017,ACT,Independent,Persons,82.1,ACT|2017|Independent|Persons
4788,2017,ACT,All affiliations,Male,92.1,ACT|2017|All affiliations|Male
4793,2017,ACT,All affiliations,Female,97.5,ACT|2017|All affiliations|Female
4798,2017,ACT,All affiliations,Persons,94.8,ACT|2017|All affiliations|Persons
4803,2016,NSW,Government,Male,69.3,NSW|2016|Government|Male
4808,2016,NSW,Government,Female,79.5,NSW|2016|Government|Female
4813,2016,NSW,Government,Persons,74.3,NSW|2016|Government|Persons
4818,2016,NSW,Non-Government,Male,81.7,NSW|2016|Non-Government|Male
4823,2016,NSW,Non-Government,Female,87.2,NSW|2016|Non-Government|Female
4828,2016,NSW,Non-Government,Persons,84.4,NSW|2016|Non-Government|Persons
4833,2016,NSW,Catholic,Male,78.0,NSW|2016|Catholic|Male
4838,2016,NSW,Catholic,Female,84.9,NSW|2016|Catholic|Female
4843,2016,NSW,Catholic,Persons,81.4,NSW|2016|Catholic|Persons
4848,2016,NSW,Independent,Male,87.9,NSW|2016|Independent|Male
4853,2016,NSW,Independent,Female,90.9,NSW|2016|Independent|Female
4858,2016,NSW,Independent,Persons,89.4,NSW|2016|Independent|Persons
4863,2016,NSW,All affiliations,Male,74.3,NSW|2016|All affiliations|Male
4868,2016,NSW,All affiliations,Female,82.6,NSW|2016|All affiliations|Female
4873,2016,NSW,All affiliations,Persons,78.4,NSW|2016|All affiliations|Persons
4878,2016,Vic,Government,Male,82.5,Vic|2016|Government|Male
4883,2016,Vic,Government,Female,92.8,Vic|2016|Government|Female
4888,2016,Vic,Government,Persons,87.4,Vic|2016|Government|Persons
4893,2016,Vic,Non-Government,Male,85.2,Vic|2016|Non-Government|Male
4898,2016,Vic,Non-Government,Female,91.6,Vic|2016|Non-Government|Female
4903,2016,Vic,Non-Government,Persons,88.4,Vic|2016|Non-Government|Persons
4908,2016,Vic,Catholic,Male,81.9,Vic|2016|Catholic|Male
4913,2016,Vic,Catholic,Female,86.9,Vic|2016|Catholic|Female
4918,2016,Vic,Catholic,Persons,84.4,Vic|2016|Catholic|Persons
4923,2016,Vic,Independent,Male,89.6,Vic|2016|Independent|Male
4928,2016,Vic,Independent,Female,97.7,Vic|2016|Independent|Female
4933,2016,Vic,Independent,Persons,93.7,Vic|2016|Independent|Persons
4938,2016,Vic,All affiliations,Male,83.7,Vic|2016|All affiliations|Male
4943,2016,Vic,All affiliations,Female,92.3,Vic|2016|All affiliations|Female
4948,2016,Vic,All affiliations,Persons,87.9,Vic|2016|All affiliations|Persons
4953,2016,Qld,Government,Male,82.5,Qld|2016|Government|Male
4958,2016,Qld,Government,Female,88.2,Qld|2016|Government|Female
4963,2016,Qld,Government,Persons,85.3,Qld|2016|Government|Persons
4968,2016,Qld,Non-Government,Male,93.8,Qld|2016|Non-Government|Male
4973,2016,Qld,Non-Government,Female,94.1,Qld|2016|Non-Government|Female
4978,2016,Qld,Non-Government,Persons,93.9,Qld|2016|Non-Government|Persons
4983,2016,Qld,Catholic,Male,89.8,Qld|2016|Catholic|Male
4988,2016,Qld,Catholic,Female,92.3,Qld|2016|Catholic|Female
4993,2016,Qld,Catholic,Persons,91.0,Qld|2016|Catholic|Persons
4998,2016,Qld,Independent,Male,98.3,Qld|2016|Independent|Male
5003,2016,Qld,Independent,Female,96.0,Qld|2016|Independent|Female
5008,2016,Qld,Independent,Persons,97.1,Qld|2016|Independent|Persons
5013,2016,Qld,All affiliations,Male,86.8,Qld|2016|All affiliations|Male
5018,2016,Qld,All affiliations,Female,90.6,Qld|2016|All affiliations|Female
5023,2016,Qld,All affiliations,Persons,88.6,Qld|2016|All affiliations|Persons
5028,2016,SA,Government,Male,94.0,SA|2016|Government|Male
5033,2016,SA,Government,Female,100.0,SA|2016|Government|Female
5038,2016,SA,Government,Persons,99.7,SA|2016|Government|Persons
5043,2016,SA,Non-Government,Male,93.0,SA|2016|Non-Government|Male
5048,2016,SA,Non-Government,Female,95.7,SA|2016|Non-Government|Female
5053,2016,SA,Non-Government,Persons,94.4,SA|2016|Non-Government|Persons
5058,2016,SA,Catholic,Male,90.4,SA|2016|Catholic|Male
5063,2016,SA,Catholic,Female,92.8,SA|2016|Catholic|Female
5068,2016,SA,Catholic,Persons,91.6,SA|2016|Catholic|Persons
5073,2016,SA,Independent,Male,95.7,SA|2016|Independent|Male
5078,2016,SA,Independent,Female,98.7,SA|2016|Independent|Female
5083,2016,SA,Independent,Persons,97.2,SA|2016|Independent|Persons
5088,2016,SA,All affiliations,Male,93.6,SA|2016|All affiliations|Male
5093,2016,SA,All affiliations,Female,100.0,SA|2016|All affiliations|Female
5098,2016,SA,All affiliations,Persons,97.5,SA|2016|All affiliations|Persons
5103,2016,WA,Government,Male,77.7,WA|2016|Government|Male
5108,2016,WA,Government,Female,82.6,WA|2016|Government|Female
5113,2016,WA,Government,Persons,80.0,WA|2016|Government|Persons
5118,2016,WA,Non-Government,Male,77.9,WA|2016|Non-Government|Male
5123,2016,WA,Non-Government,Female,83.4,WA|2016|Non-Government|Female
5128,2016,WA,Non-Government,Persons,80.6,WA|2016|Non-Government|Persons
5133,2016,WA,Catholic,Male,79.9,WA|2016|Catholic|Male
5138,2016,WA,Catholic,Female,83.2,WA|2016|Catholic|Female
5143,2016,WA,Catholic,Persons,81.6,WA|2016|Catholic|Persons
5148,2016,WA,Independent,Male,76.1,WA|2016|Independent|Male
5153,2016,WA,Independent,Female,83.5,WA|2016|Independent|Female
5158,2016,WA,Independent,Persons,79.7,WA|2016|Independent|Persons
5163,2016,WA,All affiliations,Male,77.8,WA|2016|All affiliations|Male
5168,2016,WA,All affiliations,Female,82.9,WA|2016|All affiliations|Female
5173,2016,WA,All affiliations,Persons,80.3,WA|2016|All affiliations|Persons
5178,2016,Tas,Government,Male,72.0,Tas|2016|Government|Male
5183,2016,Tas,Government,Female,76.4,Tas|2016|Government|Female
5188,2016,Tas,Government,Persons,74.1,Tas|2016|Government|Persons
5193,2016,Tas,Non-Government,Male,60.6,Tas|2016|Non-Government|Male
5198,2016,Tas,Non-Government,Female,66.7,Tas|2016|Non-Government|Female
5203,2016,Tas,Non-Government,Persons,63.6,Tas|2016|Non-Government|Persons
5208,2016,Tas,Catholic,Male,55.5,Tas|2016|Catholic|Male
5213,2016,Tas,Catholic,Female,61.6,Tas|2016|Catholic|Female
5218,2016,Tas,Catholic,Persons,58.6,Tas|2016|Catholic|Persons
5223,2016,Tas,Independent,Male,68.1,Tas|2016|Independent|Male
5228,2016,Tas,Independent,Female,75.1,Tas|2016|Independent|Female
5233,2016,Tas,Independent,Persons,71.5,Tas|2016|Independent|Persons
5238,2016,Tas,All affiliations,Male,68.0,Tas|2016|All affiliations|Male
5243,2016,Tas,All affiliations,Female,72.9,Tas|2016|All affiliations|Female
5248,2016,Tas,All affiliations,Persons,70.4,Tas|2016|All affiliations|Persons
5253,2016,NT,Government,Male,50.8,NT|2016|Government|Male
5258,2016,NT,Government,Female,66.9,NT|2016|Government|Female
5263,2016,NT,Government,Persons,57.9,NT|2016|Government|Persons
5268,2016,NT,Non-Government,Male,53.3,NT|2016|Non-Government|Male
5273,2016,NT,Non-Government,Female,55.2,NT|2016|Non-Government|Female
5278,2016,NT,Non-Government,Persons,54.3,NT|2016|Non-Government|Persons
5283,2016,NT,Catholic,Male,54.8,NT|2016|Catholic|Male
5288,2016,NT,Catholic,Female,52.7,NT|2016|Catholic|Female
5293,2016,NT,Catholic,Persons,53.7,NT|2016|Catholic|Persons
5298,2016,NT,Independent,Male,52.5,NT|2016|Independent|Male
5303,2016,NT,Independent,Female,56.5,NT|2016|Independent|Female
5308,2016,NT,Independent,Persons,54.6,NT|2016|Independent|Persons
5313,2016,NT,All affiliations,Male,51.6,NT|2016|All affiliations|Male
5318,2016,NT,All affiliations,Female,62.5,NT|2016|All affiliations|Female
5323,2016,NT,All affiliations,Persons,56.7,NT|2016|All affiliations|Persons
5328,2016,ACT,Government,Male,100.0,ACT|2016|Government|Male
5333,2016,ACT,Government,Female,100.0,ACT|2016|Government|Female
5338,2016,ACT,Government,Persons,100.0,ACT|2016|Government|Persons
5343,2016,ACT,Non-Government,Male,78.1,ACT|2016|Non-Government|Male
5348,2016,ACT,Non-Government,Female,73.6,ACT|2016|Non-Government|Female
5353,2016,ACT,Non-Government,Persons,75.8,ACT|2016|Non-Government|Persons
5358,2016,ACT,Catholic,Male,76.7,ACT|2016|Catholic|Male
5363,2016,ACT,Catholic,Female,70.2,ACT|2016|Catholic|Female
5368,2016,ACT,Catholic,Persons,73.4,ACT|2016|Catholic|Persons
5373,2016,ACT,Independent,Male,80.9,ACT|2016|Independent|Male
5378,2016,ACT,Independent,Female,79.7,ACT|2016|Independent|Female
5383,2016,ACT,Independent,Persons,80.3,ACT|2016|Independent|Persons
5388,2016,ACT,All affiliations,Male,92.3,ACT|2016|All affiliations|Male
5393,2016,ACT,All affiliations,Female,95.7,ACT|2016|All affiliations|Female
5398,2016,ACT,All affiliations,Persons,94.0,ACT|2016|All affiliations|Persons
5403,2015,NSW,Government,Male,69.7,NSW|2015|Government|Male
5408,2015,NSW,Government,Female,78.7,NSW|2015|Government|Female
5413,2015,NSW,Government,Persons,74.1,NSW|2015|Government|Persons
5418,2015,NSW,Non-Government,Male,82.0,NSW|2015|Non-Government|Male
5423,2015,NSW,Non-Government,Female,87.2,NSW|2015|Non-Government|Female
5428,2015,NSW,Non-Government,Persons,84.6,NSW|2015|Non-Government|Persons
5433,2015,NSW,Catholic,Male,78.9,NSW|2015|Catholic|Male
5438,2015,NSW,Catholic,Female,84.8,NSW|2015|Catholic|Female
5443,2015,NSW,Catholic,Persons,81.8,NSW|2015|Catholic|Persons
5448,2015,NSW,Independent,Male,87.1,NSW|2015|Independent|Male
5453,2015,NSW,Independent,Female,91.3,NSW|2015|Independent|Female
5458,2015,NSW,Independent,Persons,89.2,NSW|2015|Independent|Persons
5463,2015,NSW,All affiliations,Male,74.6,NSW|2015|All affiliations|Male
5468,2015,NSW,All affiliations,Female,82.1,NSW|2015|All affiliations|Female
5473,2015,NSW,All affiliations,Persons,78.2,NSW|2015|All affiliations|Persons
5478,2015,Vic,Government,Male,80.1,Vic|2015|Government|Male
5483,2015,Vic,Government,Female,90.0,Vic|2015|Government|Female
5488,2015,Vic,Government,Persons,84.8,Vic|2015|Government|Persons
5493,2015,Vic,Non-Government,Male,85.7,Vic|2015|Non-Government|Male
5498,2015,Vic,Non-Government,Female,91.3,Vic|2015|Non-Government|Female
5503,2015,Vic,Non-Government,Persons,88.6,Vic|2015|Non-Government|Persons
5508,2015,Vic,Catholic,Male,80.9,Vic|2015|Catholic|Male
5513,2015,Vic,Catholic,Female,86.3,Vic|2015|Catholic|Female
5518,2015,Vic,Catholic,Persons,83.7,Vic|2015|Catholic|Persons
5523,2015,Vic,Independent,Male,91.8,Vic|2015|Independent|Male
5528,2015,Vic,Independent,Female,98.0,Vic|2015|Independent|Female
5533,2015,Vic,Independent,Persons,94.9,Vic|2015|Independent|Persons
5538,2015,Vic,All affiliations,Male,82.4,Vic|2015|All affiliations|Male
5543,2015,Vic,All affiliations,Female,90.6,Vic|2015|All affiliations|Female
5548,2015,Vic,All affiliations,Persons,86.4,Vic|2015|All affiliations|Persons
5553,2015,Qld,Government,Male,82.3,Qld|2015|Government|Male
5558,2015,Qld,Government,Female,87.5,Qld|2015|Government|Female
5563,2015,Qld,Government,Persons,84.8,Qld|2015|Government|Persons
5568,2015,Qld,Non-Government,Male,94.7,Qld|2015|Non-Government|Male
5573,2015,Qld,Non-Government,Female,93.6,Qld|2015|Non-Government|Female
5578,2015,Qld,Non-Government,Persons,94.1,Qld|2015|Non-Government|Persons
5583,2015,Qld,Catholic,Male,91.4,Qld|2015|Catholic|Male
5588,2015,Qld,Catholic,Female,91.6,Qld|2015|Catholic|Female
5593,2015,Qld,Catholic,Persons,91.5,Qld|2015|Catholic|Persons
5598,2015,Qld,Independent,Male,98.3,Qld|2015|Independent|Male
5603,2015,Qld,Independent,Female,95.6,Qld|2015|Independent|Female
5608,2015,Qld,Independent,Persons,96.9,Qld|2015|Independent|Persons
5613,2015,Qld,All affiliations,Male,87.0,Qld|2015|All affiliations|Male
5618,2015,Qld,All affiliations,Female,89.9,Qld|2015|All affiliations|Female
5623,2015,Qld,All affiliations,Persons,88.4,Qld|2015|All affiliations|Persons
5628,2015,SA,Government,Male,90.8,SA|2015|Government|Male
5633,2015,SA,Government,Female,100.0,SA|2015|Government|Female
5638,2015,SA,Government,Persons,96.2,SA|2015|Government|Persons
5643,2015,SA,Non-Government,Male,92.9,SA|2015|Non-Government|Male
5648,2015,SA,Non-Government,Female,97.0,SA|2015|Non-Government|Female
5653,2015,SA,Non-Government,Persons,95.0,SA|2015|Non-Government|Persons
5658,2015,SA,Catholic,Male,91.3,SA|2015|Catholic|Male
5663,2015,SA,Catholic,Female,92.6,SA|2015|Catholic|Female
5668,2015,SA,Catholic,Persons,92.0,SA|2015|Catholic|Persons
5673,2015,SA,Independent,Male,94.5,SA|2015|Independent|Male
5678,2015,SA,Independent,Female,100.0,SA|2015|Independent|Female
5683,2015,SA,Independent,Persons,98.1,SA|2015|Independent|Persons
5688,2015,SA,All affiliations,Male,91.6,SA|2015|All affiliations|Male
5693,2015,SA,All affiliations,Female,99.9,SA|2015|All affiliations|Female
5698,2015,SA,All affiliations,Persons,95.7,SA|2015|All affiliations|Persons
5703,2015,WA,Government,Male,78.9,WA|2015|Government|Male
5708,2015,WA,Government,Female,88.3,WA|2015|Government|Female
5713,2015,WA,Government,Persons,83.3,WA|2015|Government|Persons
5718,2015,WA,Non-Government,Male,80.0,WA|2015|Non-Government|Male
5723,2015,WA,Non-Government,Female,84.3,WA|2015|Non-Government|Female
5728,2015,WA,Non-Government,Persons,82.1,WA|2015|Non-Government|Persons
5733,2015,WA,Catholic,Male,78.3,WA|2015|Catholic|Male
5738,2015,WA,Catholic,Female,83.5,WA|2015|Catholic|Female
5743,2015,WA,Catholic,Persons,80.9,WA|2015|Catholic|Persons
5748,2015,WA,Independent,Male,81.6,WA|2015|Independent|Male
5753,2015,WA,Independent,Female,85.0,WA|2015|Independent|Female
5758,2015,WA,Independent,Persons,83.3,WA|2015|Independent|Persons
