year,state_name,Affiliation,School Level,Student to Teaching Staff Ratio
2016,e WA,c Catholic,a Primary School,16.8
2016,e WA,c Catholic,b Secondary School,12.9
2016,e WA,c Catholic,c All Levels,14.6
2016,e WA,d Independent,a Primary School,13.7
2016,e WA,d Independent,b Secondary School,11.0
2016,e WA,d Independent,c All Levels,12.0
2016,e WA,e All Affiliations,a Primary School,15.4
2016,e WA,e All Affiliations,b Secondary School,12.3
2016,e WA,e All Affiliations,c All Levels,13.9
2016,f Tas.,a Government,a Primary School,15.0
2016,f Tas.,a Government,b Secondary School,13.2
2016,f Tas.,a Government,c All Levels,14.2
2016,f Tas.,b Non-Government,a Primary School,15.3
2016,f Tas.,b Non-Government,b Secondary School,11.4
2016,f Tas.,b Non-Government,c All Levels,13.0
2016,f Tas.,c Catholic,a Primary School,17.2
2016,f Tas.,c Catholic,b Secondary School,12.9
2016,f Tas.,c Catholic,c All Levels,14.8
2016,f Tas.,d Independent,a Primary School,12.7
2016,f Tas.,d Independent,b Secondary School,9.6
2016,f Tas.,d Independent,c All Levels,10.8
2016,f Tas.,e All Affiliations,a Primary School,15.1
2016,f Tas.,e All Affiliations,b Secondary School,12.5
2016,f Tas.,e All Affiliations,c All Levels,13.8
2016,g NT,a Government,a Primary School,12.6
2016,g NT,a Government,b Secondary School,11.9
2016,g NT,a Government,c All Levels,12.3
2016,g NT,b Non-Government,a Primary School,14.7
2016,g NT,b Non-Government,b Secondary School,10.3
2016,g NT,b Non-Government,c All Levels,12.1
2016,g NT,c Catholic,a Primary School,15.0
2016,g NT,c Catholic,b Secondary School,10.7
2016,g NT,c Catholic,c All Levels,12.6
2016,g NT,d Independent,a Primary School,14.4
2016,g NT,d Independent,b Secondary School,10.0
2016,g NT,d Independent,c All Levels,11.7
2016,g NT,e All Affiliations,a Primary School,13.0
2016,g NT,e All Affiliations,b Secondary School,11.2
2016,g NT,e All Affiliations,c All Levels,12.2
2016,h ACT,a Government,a Primary School,14.7
2016,h ACT,a Government,b Secondary School,11.8
2016,h ACT,a Government,c All Levels,13.3
2016,h ACT,b Non-Government,a Primary School,16.0
2016,h ACT,b Non-Government,b Secondary School,12.1
2016,h ACT,b Non-Government,c All Levels,13.8
2016,h ACT,c Catholic,a Primary School,17.7
2016,h ACT,c Catholic,b Secondary School,13.1
2016,h ACT,c Catholic,c All Levels,15.1
2016,h ACT,d Independent,a Primary School,13.6
2016,h ACT,d Independent,b Secondary School,10.6
2016,h ACT,d Independent,c All Levels,11.9
2016,h ACT,e All Affiliations,a Primary School,15.1
2016,h ACT,e All Affiliations,b Secondary School,11.9
2016,h ACT,e All Affiliations,c All Levels,13.5
2016,i Aust.,a Government,a Primary School,15.0
2016,i Aust.,a Government,b Secondary School,12.6
2016,i Aust.,a Government,c All Levels,14.0
2016,i Aust.,b Non-Government,a Primary School,15.5
2016,i Aust.,b Non-Government,b Secondary School,11.5
2016,i Aust.,b Non-Government,c All Levels,13.2
2016,i Aust.,c Catholic,a Primary School,16.6
2016,i Aust.,c Catholic,b Secondary School,12.6
2016,i Aust.,c Catholic,c All Levels,14.4
2016,i Aust.,d Independent,a Primary School,14.0
2016,i Aust.,d Independent,b Secondary School,10.4
2016,i Aust.,d Independent,c All Levels,11.8
2016,i Aust.,e All Affiliations,a Primary School,15.2
2016,i Aust.,e All Affiliations,b Secondary School,12.1
2016,i Aust.,e All Affiliations,c All Levels,13.7
2015,a NSW,a Government,a Primary School,15.8
2015,a NSW,a Government,b Secondary School,12.5
2015,a NSW,a Government,c All Levels,14.3
2015,a NSW,b Non-Government,a Primary School,16.3
2015,a NSW,b Non-Government,b Secondary School,11.7
2015,a NSW,b Non-Government,c All Levels,13.6
2015,a NSW,c Catholic,a Primary School,17.9
2015,a NSW,c Catholic,b Secondary School,13.0
2015,a NSW,c Catholic,c All Levels,15.1
2015,a NSW,d Independent,a Primary School,14.0
2015,a NSW,d Independent,b Secondary School,10.2
2015,a NSW,d Independent,c All Levels,11.7
2015,a NSW,e All Affiliations,a Primary School,15.9
2015,a NSW,e All Affiliations,b Secondary School,12.1
2015,a NSW,e All Affiliations,c All Levels,14.0
2015,b Vic.,a Government,a Primary School,15.3
2015,b Vic.,a Government,b Secondary School,12.6
2015,b Vic.,a Government,c All Levels,14.1
2015,b Vic.,b Non-Government,a Primary School,14.5
2015,b Vic.,b Non-Government,b Secondary School,11.1
2015,b Vic.,b Non-Government,c All Levels,12.5
2015,b Vic.,c Catholic,a Primary School,15.5
2015,b Vic.,c Catholic,b Secondary School,12.6
2015,b Vic.,c Catholic,c All Levels,14.0
2015,b Vic.,d Independent,a Primary School,12.9
2015,b Vic.,d Independent,b Secondary School,9.6
2015,b Vic.,d Independent,c All Levels,10.7
2015,b Vic.,e All Affiliations,a Primary School,15.1
2015,b Vic.,e All Affiliations,b Secondary School,11.9
2015,b Vic.,e All Affiliations,c All Levels,13.5
2015,c Qld,a Government,a Primary School,14.8
2015,c Qld,a Government,b Secondary School,12.7
2015,c Qld,a Government,c All Levels,13.9
2015,c Qld,b Non-Government,a Primary School,16.5
2015,c Qld,b Non-Government,b Secondary School,12.4
2015,c Qld,b Non-Government,c All Levels,14.2
2015,c Qld,c Catholic,a Primary School,17.2
2015,c Qld,c Catholic,b Secondary School,12.8
2015,c Qld,c Catholic,c All Levels,14.8
2015,c Qld,d Independent,a Primary School,15.5
2015,c Qld,d Independent,b Secondary School,12.1
2015,c Qld,d Independent,c All Levels,13.4
2015,c Qld,e All Affiliations,a Primary School,15.2
2015,c Qld,e All Affiliations,b Secondary School,12.6
2015,c Qld,e All Affiliations,c All Levels,14.0
2015,d SA,a Government,a Primary School,14.9
2015,d SA,a Government,b Secondary School,13.2
2015,d SA,a Government,c All Levels,14.2
2015,d SA,b Non-Government,a Primary School,16.2
2015,d SA,b Non-Government,b Secondary School,11.5
2015,d SA,b Non-Government,c All Levels,13.8
2015,d SA,c Catholic,a Primary School,17.0
2015,d SA,c Catholic,b Secondary School,12.3
2015,d SA,c Catholic,c All Levels,14.7
2015,d SA,d Independent,a Primary School,15.4
2015,d SA,d Independent,b Secondary School,10.7
2015,d SA,d Independent,c All Levels,12.9
2015,d SA,e All Affiliations,a Primary School,15.3
2015,d SA,e All Affiliations,b Secondary School,12.5
2015,d SA,e All Affiliations,c All Levels,14.1
2015,e WA,a Government,a Primary School,15.7
2015,e WA,a Government,b Secondary School,13.4
2015,e WA,a Government,c All Levels,14.8
2015,e WA,b Non-Government,a Primary School,15.5
2015,e WA,b Non-Government,b Secondary School,12.1
2015,e WA,b Non-Government,c All Levels,13.5
2015,e WA,c Catholic,a Primary School,17.3
2015,e WA,c Catholic,b Secondary School,13.0
2015,e WA,c Catholic,c All Levels,14.9
2015,e WA,d Independent,a Primary School,13.7
2015,e WA,d Independent,b Secondary School,11.2
2015,e WA,d Independent,c All Levels,12.2
2015,e WA,e All Affiliations,a Primary School,15.7
2015,e WA,e All Affiliations,b Secondary School,12.8
2015,e WA,e All Affiliations,c All Levels,14.3
2015,f Tas.,a Government,a Primary School,15.4
2015,f Tas.,a Government,b Secondary School,13.4
2015,f Tas.,a Government,c All Levels,14.5
2015,f Tas.,b Non-Government,a Primary School,15.5
2015,f Tas.,b Non-Government,b Secondary School,11.4
2015,f Tas.,b Non-Government,c All Levels,13.1
2015,f Tas.,c Catholic,a Primary School,17.6
2015,f Tas.,c Catholic,b Secondary School,13.1
2015,f Tas.,c Catholic,c All Levels,15.1
2015,f Tas.,d Independent,a Primary School,12.8
2015,f Tas.,d Independent,b Secondary School,9.5
2015,f Tas.,d Independent,c All Levels,10.8
2015,f Tas.,e All Affiliations,a Primary School,15.5
2015,f Tas.,e All Affiliations,b Secondary School,12.6
2015,f Tas.,e All Affiliations,c All Levels,14.1
2015,g NT,a Government,a Primary School,13.0
2015,g NT,a Government,b Secondary School,11.9
2015,g NT,a Government,c All Levels,12.6
2015,g NT,b Non-Government,a Primary School,15.5
2015,g NT,b Non-Government,b Secondary School,10.5
2015,g NT,b Non-Government,c All Levels,12.5
2015,g NT,c Catholic,a Primary School,15.1
2015,g NT,c Catholic,b Secondary School,10.7
2015,g NT,c Catholic,c All Levels,12.7
2015,g NT,d Independent,a Primary School,15.9
2015,g NT,d Independent,b Secondary School,10.4
2015,g NT,d Independent,c All Levels,12.2
2015,g NT,e All Affiliations,a Primary School,13.5
2015,g NT,e All Affiliations,b Secondary School,11.4
2015,g NT,e All Affiliations,c All Levels,12.6
2015,h ACT,a Government,a Primary School,14.6
2015,h ACT,a Government,b Secondary School,11.6
2015,h ACT,a Government,c All Levels,13.1
2015,h ACT,b Non-Government,a Primary School,16.1
2015,h ACT,b Non-Government,b Secondary School,12.1
2015,h ACT,b Non-Government,c All Levels,13.9
2015,h ACT,c Catholic,a Primary School,17.8
2015,h ACT,c Catholic,b Secondary School,13.2
2015,h ACT,c Catholic,c All Levels,15.3
2015,h ACT,d Independent,a Primary School,13.4
2015,h ACT,d Independent,b Secondary School,10.6
2015,h ACT,d Independent,c All Levels,11.8
2015,h ACT,e All Affiliations,a Primary School,15.1
2015,h ACT,e All Affiliations,b Secondary School,11.8
2015,h ACT,e All Affiliations,c All Levels,13.4
2015,i Aust.,a Government,a Primary School,15.3
2015,i Aust.,a Government,b Secondary School,12.7
2015,i Aust.,a Government,c All Levels,14.2
2015,i Aust.,b Non-Government,a Primary School,15.7
2015,i Aust.,b Non-Government,b Secondary School,11.7
2015,i Aust.,b Non-Government,c All Levels,13.4
2015,i Aust.,c Catholic,a Primary School,16.9
2015,i Aust.,c Catholic,b Secondary School,12.8
2015,i Aust.,c Catholic,c All Levels,14.7
2015,i Aust.,d Independent,a Primary School,14.1
2015,i Aust.,d Independent,b Secondary School,10.5
2015,i Aust.,d Independent,c All Levels,11.9
2015,i Aust.,e All Affiliations,a Primary School,15.4
2015,i Aust.,e All Affiliations,b Secondary School,12.3
2015,i Aust.,e All Affiliations,c All Levels,13.9
2014,a NSW,a Government,a Primary school,15.6
2014,a NSW,a Government,b Secondary school,12.4
2014,a NSW,a Government,c All Levels,14.2
2014,a NSW,b Non-Government,a Primary school,16.6
2014,a NSW,b Non-Government,b Secondary school,11.8
2014,a NSW,b Non-Government,c All Levels,13.8
2014,a NSW,c Catholic,a Primary school,18.2
2014,a NSW,c Catholic,b Secondary school,13.1
2014,a NSW,c Catholic,c All Levels,15.3
2014,a NSW,d Independent,a Primary school,14.3
2014,a NSW,d Independent,b Secondary school,10.3
2014,a NSW,d Independent,c All Levels,11.8
2014,a NSW,e All Affiliations,a Primary school,15.9
2014,a NSW,e All Affiliations,b Secondary school,12.2
2014,a NSW,e All Affiliations,c All Levels,14.0
2014,b Vic.,a Government,a Primary school,15.3
2014,b Vic.,a Government,b Secondary school,12.5
2014,b Vic.,a Government,c All Levels,14.0
2014,b Vic.,b Non-Government,a Primary school,14.6
2014,b Vic.,b Non-Government,b Secondary school,11.1
2014,b Vic.,b Non-Government,c All Levels,12.6
2014,b Vic.,c Catholic,a Primary school,15.7
2014,b Vic.,c Catholic,b Secondary school,12.7
2014,b Vic.,c Catholic,c All Levels,14.1
2014,b Vic.,d Independent,a Primary school,12.9
2014,b Vic.,d Independent,b Secondary school,9.6
2014,b Vic.,d Independent,c All Levels,10.7
2014,b Vic.,e All Affiliations,a Primary school,15.1
2014,b Vic.,e All Affiliations,b Secondary school,11.9
2014,b Vic.,e All Affiliations,c All Levels,13.5
2014,c Qld,a Government,a Primary school,15.3
2014,c Qld,a Government,b Secondary school,12.5
2014,c Qld,a Government,c All Levels,14.2
2014,c Qld,b Non-Government,a Primary school,17.4
2014,c Qld,b Non-Government,b Secondary school,12.2
2014,c Qld,b Non-Government,c All Levels,14.6
2014,c Qld,c Catholic,a Primary school,17.9
2014,c Qld,c Catholic,b Secondary school,12.6
2014,c Qld,c Catholic,c All Levels,15.3
2014,c Qld,d Independent,a Primary school,16.8
2014,c Qld,d Independent,b Secondary school,11.7
2014,c Qld,d Independent,c All Levels,13.9
2014,c Qld,e All Affiliations,a Primary school,15.9
2014,c Qld,e All Affiliations,b Secondary school,12.4
2014,c Qld,e All Affiliations,c All Levels,14.3
2014,d SA,a Government,a Primary school,14.9
2014,d SA,a Government,b Secondary school,13.1
2014,d SA,a Government,c All Levels,14.2
2014,d SA,b Non-Government,a Primary school,16.1
2014,d SA,b Non-Government,b Secondary school,11.7
2014,d SA,b Non-Government,c All Levels,13.9
2014,d SA,c Catholic,a Primary school,17.1
2014,d SA,c Catholic,b Secondary school,12.7
2014,d SA,c Catholic,c All Levels,14.9
2014,d SA,d Independent,a Primary school,15.1
2014,d SA,d Independent,b Secondary school,10.9
2014,d SA,d Independent,c All Levels,12.9
2014,d SA,e All Affiliations,a Primary school,15.3
2014,d SA,e All Affiliations,b Secondary school,12.5
2014,d SA,e All Affiliations,c All Levels,14.1
2014,e WA,a Government,a Primary school,16.2
2014,e WA,a Government,b Secondary school,12.6
2014,e WA,a Government,c All Levels,14.9
2014,e WA,b Non-Government,a Primary school,16.8
2014,e WA,b Non-Government,b Secondary school,10.7
2014,e WA,b Non-Government,c All Levels,13.5
2014,e WA,c Catholic,a Primary school,17.6
2014,e WA,c Catholic,b Secondary school,11.9
2014,e WA,c Catholic,c All Levels,14.8
2014,e WA,d Independent,a Primary school,15.9
2014,e WA,d Independent,b Secondary school,9.8
2014,e WA,d Independent,c All Levels,12.4
2014,e WA,e All Affiliations,a Primary school,16.4
2014,e WA,e All Affiliations,b Secondary school,11.7
2014,e WA,e All Affiliations,c All Levels,14.4
2014,f Tas.,a Government,a Primary school,14.8
2014,f Tas.,a Government,b Secondary school,13.1
2014,f Tas.,a Government,c All Levels,14.0
2014,f Tas.,b Non-Government,a Primary school,16.0
2014,f Tas.,b Non-Government,b Secondary school,11.5
2014,f Tas.,b Non-Government,c All Levels,13.3
2014,f Tas.,c Catholic,a Primary school,18.3
2014,f Tas.,c Catholic,b Secondary school,13.1
2014,f Tas.,c Catholic,c All Levels,15.4
2014,f Tas.,d Independent,a Primary school,13.0
2014,f Tas.,d Independent,b Secondary school,9.7
2014,f Tas.,d Independent,c All Levels,11.0
2014,f Tas.,e All Affiliations,a Primary school,15.1
2014,f Tas.,e All Affiliations,b Secondary school,12.5
2014,f Tas.,e All Affiliations,c All Levels,13.8
2014,g NT,a Government,a Primary school,12.2
2014,g NT,a Government,b Secondary school,11.5
2014,g NT,a Government,c All Levels,11.9
2014,g NT,b Non-Government,a Primary school,15.3
2014,g NT,b Non-Government,b Secondary school,10.5
2014,g NT,b Non-Government,c All Levels,12.4
2014,g NT,c Catholic,a Primary school,15.0
2014,g NT,c Catholic,b Secondary school,11.2
2014,g NT,c Catholic,c All Levels,13.1
2014,g NT,d Independent,a Primary school,15.6
2014,g NT,d Independent,b Secondary school,10.1
2014,g NT,d Independent,c All Levels,11.9
2014,g NT,e All Affiliations,a Primary school,12.8
2014,g NT,e All Affiliations,b Secondary school,11.1
2014,g NT,e All Affiliations,c All Levels,12.1
2014,h ACT,a Government,a Primary school,13.3
2014,h ACT,a Government,b Secondary school,12.1
2014,h ACT,a Government,c All Levels,12.7
2014,h ACT,b Non-Government,a Primary school,16.5
2014,h ACT,b Non-Government,b Secondary school,12.2
2014,h ACT,b Non-Government,c All Levels,14.1
2014,h ACT,c Catholic,a Primary school,18.2
2014,h ACT,c Catholic,b Secondary school,13.1
2014,h ACT,c Catholic,c All Levels,15.3
2014,h ACT,d Independent,a Primary school,13.8
2014,h ACT,d Independent,b Secondary school,11.0
2014,h ACT,d Independent,c All Levels,12.2
2014,h ACT,e All Affiliations,a Primary school,14.4
2014,h ACT,e All Affiliations,b Secondary school,12.1
2014,h ACT,e All Affiliations,c All Levels,13.3
2014,i Aust.,a Government,a Primary school,15.4
2014,i Aust.,a Government,b Secondary school,12.5
2014,i Aust.,a Government,c All Levels,14.2
2014,i Aust.,b Non-Government,a Primary school,16.2
2014,i Aust.,b Non-Government,b Secondary school,11.5
2014,i Aust.,b Non-Government,c All Levels,13.6
2014,i Aust.,c Catholic,a Primary school,17.2
2014,i Aust.,c Catholic,b Secondary school,12.8
2014,i Aust.,c Catholic,c All Levels,14.9
2014,i Aust.,d Independent,a Primary school,14.7
2014,i Aust.,d Independent,b Secondary school,10.3
2014,i Aust.,d Independent,c All Levels,12.1
2014,i Aust.,e All Affiliations,a Primary school,15.6
2014,i Aust.,e All Affiliations,b Secondary school,12.1
2014,i Aust.,e All Affiliations,c All Levels,13.9
2013,a NSW,a Government,a Primary school,15.5
2013,a NSW,a Government,b Secondary school,12.3
2013,a NSW,a Government,c All Levels,14.0
2013,a NSW,b Non-Government,a Primary school,16.4
2013,a NSW,b Non-Government,b Secondary school,11.8
2013,a NSW,b Non-Government,c All Levels,13.7
2013,a NSW,c Catholic,a Primary school,17.9
2013,a NSW,c Catholic,b Secondary school,13.0
2013,a NSW,c Catholic,c All Levels,15.1
2013,a NSW,d Independent,a Primary school,14.2
2013,a NSW,d Independent,b Secondary school,10.3
2013,a NSW,d Independent,c All Levels,11.8
2013,a NSW,e All Affiliations,a Primary school,15.7
2013,a NSW,e All Affiliations,b Secondary school,12.1
2013,a NSW,e All Affiliations,c All Levels,13.9
2013,b Vic.,a Government,a Primary school,15.3
2013,b Vic.,a Government,b Secondary school,12.2
2013,b Vic.,a Government,c All Levels,13.9
2013,b Vic.,b Non-Government,a Primary school,14.6
2013,b Vic.,b Non-Government,b Secondary school,11.1
2013,b Vic.,b Non-Government,c All Levels,12.6
2013,b Vic.,c Catholic,a Primary school,15.7
2013,b Vic.,c Catholic,b Secondary school,12.7
2013,b Vic.,c Catholic,c All Levels,14.1
2013,b Vic.,d Independent,a Primary school,12.8
2013,b Vic.,d Independent,b Secondary school,9.6
2013,b Vic.,d Independent,c All Levels,10.7
2013,b Vic.,e All Affiliations,a Primary school,15.1
2013,b Vic.,e All Affiliations,b Secondary school,11.7
2013,b Vic.,e All Affiliations,c All Levels,13.4
2013,c Qld,a Government,a Primary school,15.8
2013,c Qld,a Government,b Secondary school,12.6
2013,c Qld,a Government,c All Levels,14.5
2013,c Qld,b Non-Government,a Primary school,17.4
2013,c Qld,b Non-Government,b Secondary school,12.2
2013,c Qld,b Non-Government,c All Levels,14.7
2013,c Qld,c Catholic,a Primary school,17.9
2013,c Qld,c Catholic,b Secondary school,12.8
2013,c Qld,c Catholic,c All Levels,15.4
2013,c Qld,d Independent,a Primary school,16.7
2013,c Qld,d Independent,b Secondary school,11.7
2013,c Qld,d Independent,c All Levels,13.8
2013,c Qld,e All Affiliations,a Primary school,16.2
2013,c Qld,e All Affiliations,b Secondary school,12.4
2013,c Qld,e All Affiliations,c All Levels,14.5
2013,d SA,a Government,a Primary school,14.9
2013,d SA,a Government,b Secondary school,13.2
2013,d SA,a Government,c All Levels,14.2
2013,d SA,b Non-Government,a Primary school,15.8
2013,d SA,b Non-Government,b Secondary school,11.6
2013,d SA,b Non-Government,c All Levels,13.7
2013,d SA,c Catholic,a Primary school,16.5
2013,d SA,c Catholic,b Secondary school,12.3
2013,d SA,c Catholic,c All Levels,14.5
2013,d SA,d Independent,a Primary school,15.2
2013,d SA,d Independent,b Secondary school,10.9
2013,d SA,d Independent,c All Levels,13.0
2013,d SA,e All Affiliations,a Primary school,15.2
2013,d SA,e All Affiliations,b Secondary school,12.5
2013,d SA,e All Affiliations,c All Levels,14.0
2013,e WA,a Government,a Primary school,15.8
2013,e WA,a Government,b Secondary school,12.0
2013,e WA,a Government,c All Levels,14.4
2013,e WA,b Non-Government,a Primary school,16.9
2013,e WA,b Non-Government,b Secondary school,10.7
2013,e WA,b Non-Government,c All Levels,13.6
2013,e WA,c Catholic,a Primary school,17.7
2013,e WA,c Catholic,b Secondary school,11.8
2013,e WA,c Catholic,c All Levels,14.8
2013,e WA,d Independent,a Primary school,16.0
2013,e WA,d Independent,b Secondary school,9.9
2013,e WA,d Independent,c All Levels,12.4
2013,e WA,e All Affiliations,a Primary school,16.1
2013,e WA,e All Affiliations,b Secondary school,11.5
2013,e WA,e All Affiliations,c All Levels,14.1
2013,f Tas.,a Government,a Primary school,14.6
2013,f Tas.,a Government,b Secondary school,13.2
2013,f Tas.,a Government,c All Levels,14.0
2013,f Tas.,b Non-Government,a Primary school,15.9
2013,f Tas.,b Non-Government,b Secondary school,11.5
2013,f Tas.,b Non-Government,c All Levels,13.3
2013,f Tas.,c Catholic,a Primary school,18.2
2013,f Tas.,c Catholic,b Secondary school,13.0
2013,f Tas.,c Catholic,c All Levels,15.3
2013,f Tas.,d Independent,a Primary school,13.0
2013,f Tas.,d Independent,b Secondary school,9.9
2013,f Tas.,d Independent,c All Levels,11.1
2013,f Tas.,e All Affiliations,a Primary school,14.9
2013,f Tas.,e All Affiliations,b Secondary school,12.6
2013,f Tas.,e All Affiliations,c All Levels,13.8
2013,g NT,a Government,a Primary school,12.1
2013,g NT,a Government,b Secondary school,11.0
2013,g NT,a Government,c All Levels,11.7
2013,g NT,b Non-Government,a Primary school,15.5
2013,g NT,b Non-Government,b Secondary school,10.9
2013,g NT,b Non-Government,c All Levels,12.7
2013,g NT,c Catholic,a Primary school,14.9
2013,g NT,c Catholic,b Secondary school,10.2
2013,g NT,c Catholic,c All Levels,12.5
2013,g NT,d Independent,a Primary school,16.2
2013,g NT,d Independent,b Secondary school,11.3
2013,g NT,d Independent,c All Levels,12.9
2013,g NT,e All Affiliations,a Primary school,12.7
2013,g NT,e All Affiliations,b Secondary school,11.0
2013,g NT,e All Affiliations,c All Levels,12.0
2013,h ACT,a Government,a Primary school,13.1
2013,h ACT,a Government,b Secondary school,11.9
2013,h ACT,a Government,c All Levels,12.6
2013,h ACT,b Non-Government,a Primary school,16.9
2013,h ACT,b Non-Government,b Secondary school,12.6
2013,h ACT,b Non-Government,c All Levels,14.4
2013,h ACT,c Catholic,a Primary school,18.4
2013,h ACT,c Catholic,b Secondary school,13.6
2013,h ACT,c Catholic,c All Levels,15.7
2013,h ACT,d Independent,a Primary school,14.4
2013,h ACT,d Independent,b Secondary school,11.0
2013,h ACT,d Independent,c All Levels,12.4
2013,h ACT,e All Affiliations,a Primary school,14.4
2013,h ACT,e All Affiliations,b Secondary school,12.2
2013,h ACT,e All Affiliations,c All Levels,13.3
2013,i Aust.,a Government,a Primary school,15.4
2013,i Aust.,a Government,b Secondary school,12.4
2013,i Aust.,a Government,c All Levels,14.1
2013,i Aust.,b Non-Government,a Primary school,16.1
2013,i Aust.,b Non-Government,b Secondary school,11.5
2013,i Aust.,b Non-Government,c All Levels,13.6
2013,i Aust.,c Catholic,a Primary school,17.2
2013,i Aust.,c Catholic,b Secondary school,12.7
2013,i Aust.,c Catholic,c All Levels,14.8
2013,i Aust.,d Independent,a Primary school,14.7
2013,i Aust.,d Independent,b Secondary school,10.4
2013,i Aust.,d Independent,c All Levels,12.1
2013,i Aust.,e All Affiliations,a Primary school,15.6
2013,i Aust.,e All Affiliations,b Secondary school,12.0
2013,i Aust.,e All Affiliations,c All Levels,13.9
2012,a NSW,a Government,a Primary school,15.5
2012,a NSW,a Government,b Secondary school,12.4
2012,a NSW,a Government,c All Levels,14.1
2012,a NSW,b Non-Government,a Primary school,16.5
2012,a NSW,b Non-Government,b Secondary school,11.8
2012,a NSW,b Non-Government,c All Levels,13.7
2012,a NSW,c Catholic,a Primary school,18.2
2012,a NSW,c Catholic,b Secondary school,13.0
2012,a NSW,c Catholic,c All Levels,15.2
2012,a NSW,d Independent,a Primary school,14.0
2012,a NSW,d Independent,b Secondary school,10.3
2012,a NSW,d Independent,c All Levels,11.8
2012,a NSW,e All Affiliations,a Primary school,15.8
2012,a NSW,e All Affiliations,b Secondary school,12.2
2012,a NSW,e All Affiliations,c All Levels,14.0
2012,b Vic.,a Government,a Primary school,15.0
2012,b Vic.,a Government,b Secondary school,11.9
2012,b Vic.,a Government,c All Levels,13.5
2012,b Vic.,b Non-Government,a Primary school,14.8
2012,b Vic.,b Non-Government,b Secondary school,11.1
2012,b Vic.,b Non-Government,c All Levels,12.6
2012,b Vic.,c Catholic,a Primary school,16.0
2012,b Vic.,c Catholic,b Secondary school,12.6
2012,b Vic.,c Catholic,c All Levels,14.2
2012,b Vic.,d Independent,a Primary school,12.7
2012,b Vic.,d Independent,b Secondary school,9.6
2012,b Vic.,d Independent,c All Levels,10.6
2012,b Vic.,e All Affiliations,a Primary school,14.9
2012,b Vic.,e All Affiliations,b Secondary school,11.5
2012,b Vic.,e All Affiliations,c All Levels,13.2
2012,c Qld,a Government,a Primary school,15.4
2012,c Qld,a Government,b Secondary school,12.5
2012,c Qld,a Government,c All Levels,14.2
2012,c Qld,b Non-Government,a Primary school,17.4
2012,c Qld,b Non-Government,b Secondary school,12.2
2012,c Qld,b Non-Government,c All Levels,14.6
2012,c Qld,c Catholic,a Primary school,18.0
2012,c Qld,c Catholic,b Secondary school,12.8
2012,c Qld,c Catholic,c All Levels,15.4
2012,c Qld,d Independent,a Primary school,16.7
2012,c Qld,d Independent,b Secondary school,11.6
2012,c Qld,d Independent,c All Levels,13.8
2012,c Qld,e All Affiliations,a Primary school,16.0
2012,c Qld,e All Affiliations,b Secondary school,12.4
2012,c Qld,e All Affiliations,c All Levels,14.4
2012,d SA,a Government,a Primary school,14.9
2012,d SA,a Government,b Secondary school,13.2
2012,d SA,a Government,c All Levels,14.2
2012,d SA,b Non-Government,a Primary school,15.9
2012,d SA,b Non-Government,b Secondary school,11.7
2012,d SA,b Non-Government,c All Levels,13.8
2012,d SA,c Catholic,a Primary school,16.4
2012,d SA,c Catholic,b Secondary school,12.4
2012,d SA,c Catholic,c All Levels,14.4
2012,d SA,d Independent,a Primary school,15.3
2012,d SA,d Independent,b Secondary school,11.0
2012,d SA,d Independent,c All Levels,13.1
2012,d SA,e All Affiliations,a Primary school,15.2
2012,d SA,e All Affiliations,b Secondary school,12.6
2012,d SA,e All Affiliations,c All Levels,14.1
2012,e WA,a Government,a Primary school,15.9
2012,e WA,a Government,b Secondary school,11.7
2012,e WA,a Government,c All Levels,14.3
2012,e WA,b Non-Government,a Primary school,17.1
2012,e WA,b Non-Government,b Secondary school,10.8
2012,e WA,b Non-Government,c All Levels,13.7
2012,e WA,c Catholic,a Primary school,17.9
2012,e WA,c Catholic,b Secondary school,11.9
2012,e WA,c Catholic,c All Levels,14.9
2012,e WA,d Independent,a Primary school,16.2
2012,e WA,d Independent,b Secondary school,9.9
2012,e WA,d Independent,c All Levels,12.5
2012,e WA,e All Affiliations,a Primary school,16.2
2012,e WA,e All Affiliations,b Secondary school,11.3
2012,e WA,e All Affiliations,c All Levels,14.1
2012,f Tas.,a Government,a Primary school,14.5
2012,f Tas.,a Government,b Secondary school,13.1
2012,f Tas.,a Government,c All Levels,13.9
2012,f Tas.,b Non-Government,a Primary school,15.6
2012,f Tas.,b Non-Government,b Secondary school,11.6
2012,f Tas.,b Non-Government,c All Levels,13.2
2012,f Tas.,c Catholic,a Primary school,18.1
2012,f Tas.,c Catholic,b Secondary school,13.1
2012,f Tas.,c Catholic,c All Levels,15.3
2012,f Tas.,d Independent,a Primary school,12.5
2012,f Tas.,d Independent,b Secondary school,9.9
2012,f Tas.,d Independent,c All Levels,10.9
2012,f Tas.,e All Affiliations,a Primary school,14.8
2012,f Tas.,e All Affiliations,b Secondary school,12.6
2012,f Tas.,e All Affiliations,c All Levels,13.7
2012,g NT,a Government,a Primary school,11.5
2012,g NT,a Government,b Secondary school,10.3
2012,g NT,a Government,c All Levels,11.0
2012,g NT,b Non-Government,a Primary school,15.7
2012,g NT,b Non-Government,b Secondary school,10.3
2012,g NT,b Non-Government,c All Levels,12.4
2012,g NT,c Catholic,a Primary school,15.3
2012,g NT,c Catholic,b Secondary school,9.2
2012,g NT,c Catholic,c All Levels,12.1
2012,g NT,d Independent,a Primary school,16.3
